食物种类,食物名,热量,食物详情页面链接
"坚果、大豆及制品
  ",豆腐脑(带卤),热量：48 大卡(每100克),http://www.boohee.com/shiwu/doufunao_dailu
"坚果、大豆及制品
  ",花生,热量：313 大卡(每100克),http://www.boohee.com/shiwu/huasheng_xian
"坚果、大豆及制品
  ",杏仁,热量：578 大卡(每100克),http://www.boohee.com/shiwu/xingren
"坚果、大豆及制品
  ",核桃(鲜),热量：336 大卡(每100克),http://www.boohee.com/shiwu/hetao_xian
"坚果、大豆及制品
  ",黄豆,热量：390 大卡(每100克),http://www.boohee.com/shiwu/huangdou
"坚果、大豆及制品
  ",毛豆,热量：131 大卡(每100克),http://www.boohee.com/shiwu/maodou
"坚果、大豆及制品
  ",豆腐干(香干),热量：152 大卡(每100克),http://www.boohee.com/shiwu/doufugan_xianggan
"坚果、大豆及制品
  ",葵花子（奶油香瓜子）,热量：620 大卡(每100克),http://www.boohee.com/shiwu/kuihuazi_naiyouxiangguazi
"坚果、大豆及制品
  ",油豆腐,热量：245 大卡(每100克),http://www.boohee.com/shiwu/youdoufu
"坚果、大豆及制品
  ",豆浆粉,热量：426 大卡(每100克),http://www.boohee.com/shiwu/doujiangfen
"坚果、大豆及制品
  ",内酯豆腐,热量：50 大卡(每100克),http://www.boohee.com/shiwu/doufu_neizhi
"坚果、大豆及制品
  ",杏仁(大),热量：540 大卡(每100克),http://www.boohee.com/shiwu/xingren_da
"坚果、大豆及制品
  ",山核桃（熟）,热量：658 大卡(每100克),http://www.boohee.com/shiwu/shanhetao_shu
"坚果、大豆及制品
  ",花生（烤、密日兴牌）,热量：475 大卡(每100克),http://www.boohee.com/shiwu/huasheng_kao_mirixingpai
"坚果、大豆及制品
  ",开心果,热量：631 大卡(每100克),http://www.boohee.com/shiwu/kaixinguo_shu
"坚果、大豆及制品
  ",素鸡,热量：194 大卡(每100克),http://www.boohee.com/shiwu/suji
"坚果、大豆及制品
  ",黑豆,热量：401 大卡(每100克),http://www.boohee.com/shiwu/heidou
"坚果、大豆及制品
  ",豆腐干(卤干),热量：339 大卡(每100克),http://www.boohee.com/shiwu/doufugan_lugan
"坚果、大豆及制品
  ",腰果（熟）,热量：615 大卡(每100克),http://www.boohee.com/shiwu/yaoguo_shu
"坚果、大豆及制品
  ",西瓜子(炒),热量：582 大卡(每100克),http://www.boohee.com/shiwu/xiguazi_chao
"坚果、大豆及制品
  ",榛子,热量：561 大卡(每100克),http://www.boohee.com/shiwu/zhenzi_gan
"坚果、大豆及制品
  ",白芝麻,热量：536 大卡(每100克),http://www.boohee.com/shiwu/zhimazi_bai
"坚果、大豆及制品
  ",豆腐干(熏干),热量：154 大卡(每100克),http://www.boohee.com/shiwu/doufugan_xungan
"坚果、大豆及制品
  ",素火腿,热量：213 大卡(每100克),http://www.boohee.com/shiwu/suhuotui
"坚果、大豆及制品
  ",美国大杏仁,热量：586 大卡(每100克),http://www.boohee.com/shiwu/meiguodaxingren
"坚果、大豆及制品
  ",杏仁（熟、带壳）,热量：648 大卡(每100克),http://www.boohee.com/shiwu/xingren_shu_daike
"坚果、大豆及制品
  ",毛核桃,热量：184 大卡(每100克),http://www.boohee.com/shiwu/maohetao
"坚果、大豆及制品
  ",榛子仁（熟）,热量：628 大卡(每100克),http://www.boohee.com/shiwu/zhenziren_shu
"坚果、大豆及制品
  ",松子(炒),热量：644 大卡(每100克),http://www.boohee.com/shiwu/songzi_chao
"坚果、大豆及制品
  ",榛子(炒),热量：611 大卡(每100克),http://www.boohee.com/shiwu/zhenzi_chao
"坚果、大豆及制品
  ",豆腐卷,热量：203 大卡(每100克),http://www.boohee.com/shiwu/doufujuan
"坚果、大豆及制品
  ",O'Day 扯扯素肉（麻辣味）,热量：148 大卡(每100克),http://www.boohee.com/shiwu/fdec584b
"坚果、大豆及制品
  ",Easy Fun 奇亚籽,热量：428 大卡(每100克),http://www.boohee.com/shiwu/fd1aa5af
"坚果、大豆及制品
  ",西瓜子（熟）,热量：550 大卡(每100克),http://www.boohee.com/shiwu/xiguazi_shu
"坚果、大豆及制品
  ",杏仁(炒),热量：618 大卡(每100克),http://www.boohee.com/shiwu/xingren_chao
"坚果、大豆及制品
  ",杏仁(烤干，不加盐),热量：617 大卡(每100克),http://www.boohee.com/shiwu/xingren_kaogan_bujiayan
"坚果、大豆及制品
  ",豆腐丝(油),热量：304 大卡(每100克),http://www.boohee.com/shiwu/doufusi_you
"坚果、大豆及制品
  ",白果(干),热量：355 大卡(每100克),http://www.boohee.com/shiwu/baiguo_gan
"坚果、大豆及制品
  ",洽洽香瓜子,热量：616 大卡(每100克),http://www.boohee.com/shiwu/qiaqiaxiangguazi2
"坚果、大豆及制品
  ",南瓜子仁,热量：576 大卡(每100克),http://www.boohee.com/shiwu/nanguaziren
"坚果、大豆及制品
  ",白玉 家庭号无糖豆浆,热量：23 大卡(每100毫升),http://www.boohee.com/shiwu/baiyuwutangdoujiang_jiatinghao
"坚果、大豆及制品
  ",葵花子（熟）,热量：591 大卡(每100克),http://www.boohee.com/shiwu/kuihuazi_shu
"坚果、大豆及制品
  ",香榧（熟）,热量：644 大卡(每100克),http://www.boohee.com/shiwu/xiangfei_shu
"坚果、大豆及制品
  ",芡实米（干）,热量：352 大卡(每100克),http://www.boohee.com/shiwu/qianshimi
"坚果、大豆及制品
  ",杏仁(漂白后),热量：602 大卡(每100克),http://www.boohee.com/shiwu/xingren_piaobaihou
"坚果、大豆及制品
  ",松子,热量：553 大卡(每100克),http://www.boohee.com/shiwu/songzi_shu
"坚果、大豆及制品
  ",栗子（山东）,热量：168 大卡(每100克),http://www.boohee.com/shiwu/lizi_shandong
"坚果、大豆及制品
  ",豆奶粉（多力牌）,热量：405 大卡(每100毫升),http://www.boohee.com/shiwu/dounaifen_duolipai
"坚果、大豆及制品
  ",南方 无糖黑芝麻糊,热量：416 大卡(每100毫升),http://www.boohee.com/shiwu/nanfangwutangheizhimahu
"坚果、大豆及制品
  ",西瓜子仁,热量：566 大卡(每100克),http://www.boohee.com/shiwu/xiguaziren
"坚果、大豆及制品
  ",黑芝麻糊粉,热量：408 大卡(每100毫升),http://www.boohee.com/shiwu/heizhimahufen
"坚果、大豆及制品
  ",豆腐干(小香干),热量：174 大卡(每100克),http://www.boohee.com/shiwu/doufugan_xiaoxianggan
"坚果、大豆及制品
  ",杏仁(原味),热量：596 大卡(每100克),http://www.boohee.com/shiwu/xingren_yuanweiquanbu
"坚果、大豆及制品
  ",栗子(鲜),热量：188 大卡(每100克),http://www.boohee.com/shiwu/lizi_xian
"坚果、大豆及制品
  ",葵花子(炒),热量：625 大卡(每100克),http://www.boohee.com/shiwu/kuihuazi_chao
"坚果、大豆及制品
  ",南瓜子,热量：582 大卡(每100克),http://www.boohee.com/shiwu/nanguazi_chao
"坚果、大豆及制品
  ",豆腐干(菜干),热量：137 大卡(每100克),http://www.boohee.com/shiwu/doufugan_caigan
"坚果、大豆及制品
  ",乐购 浓豆浆,热量：26 大卡(每100毫升),http://www.boohee.com/shiwu/legounongdoujiang
"坚果、大豆及制品
  ",西瓜子(话梅),热量：567 大卡(每100克),http://www.boohee.com/shiwu/xiguazi_huamei
"坚果、大豆及制品
  ",黄豆粉,热量：432 大卡(每100克),http://www.boohee.com/shiwu/huangdoufen
"坚果、大豆及制品
  ",杏仁（熟、去壳）,热量：625 大卡(每100克),http://www.boohee.com/shiwu/xingren_shu_quke
"坚果、大豆及制品
  ",旭松 日本纳豆,热量：190 大卡(每100克),http://www.boohee.com/shiwu/xusongnadou
"坚果、大豆及制品
  ",栗子(河北迁西）,热量：182 大卡(每100克),http://www.boohee.com/shiwu/lizi_hebeiqianxi
"坚果、大豆及制品
  ",豆腐干(蒲包干),热量：135 大卡(每100克),http://www.boohee.com/shiwu/doufugan_pubaogan
"坚果、大豆及制品
  ",桃仁,热量：429 大卡(每100克),http://www.boohee.com/shiwu/taoren
"坚果、大豆及制品
  ",松子仁,热量：718 大卡(每100克),http://www.boohee.com/shiwu/songziren
"坚果、大豆及制品
  ",豆腐干(臭干),热量：99 大卡(每100克),http://www.boohee.com/shiwu/doufugan_chougan
"坚果、大豆及制品
  ",杏仁(过油炸干),热量：631 大卡(每100克),http://www.boohee.com/shiwu/xingren_guoyouzhagan
"坚果、大豆及制品
  ",豆腐丝(干),热量：451 大卡(每100克),http://www.boohee.com/shiwu/doufusi_gan
"坚果、大豆及制品
  ",榛子（熟）,热量：642 大卡(每100克),http://www.boohee.com/shiwu/zhenzi_shu
"饮料
  ",农夫山泉 水溶C100 柠檬汁,热量：38 大卡(每100毫升),http://www.boohee.com/shiwu/shuirongC100ningmengzhi
"饮料
  ",红葡萄酒,热量：74 大卡(每100毫升),http://www.boohee.com/shiwu/hongputaojiu
"饮料
  ",红茶（茶叶本身）,热量：324 大卡(每100克),http://www.boohee.com/shiwu/hongcha
"饮料
  ",统一弗蕾奶茶-经典麦香,热量：33 大卡(每100毫升),http://www.boohee.com/shiwu/tongyifuleinaicha-jingdianmaixiang
"饮料
  ",雀巢 原叶低糖绿茶,热量：16 大卡(每100毫升),http://www.boohee.com/shiwu/quechaoyuanyeditanglvcha
"饮料
  ",椰树 椰汁,热量：50 大卡(每100毫升),http://www.boohee.com/shiwu/zhengzongyeshupaiyezhi
"饮料
  ",可口可乐 零度 汽水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/fdf96dfc
"饮料
  ",可口可乐 樱桃味汽水,热量：32 大卡(每100毫升),http://www.boohee.com/shiwu/fde140ed
"饮料
  ",可口可乐 姜味汽水,热量：31 大卡(每100毫升),http://www.boohee.com/shiwu/fd254263
"饮料
  ",可口可乐 健怡 汽水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/fda1dc8b
"饮料
  ",可口可乐 纤维+ 汽水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/fd68003b
"饮料
  ",杏仁露,热量：46 大卡(每100毫升),http://www.boohee.com/shiwu/xingrenlu
"饮料
  ",可口可乐  香草味汽水,热量：43 大卡(每100毫升),http://www.boohee.com/shiwu/fdc9230d
"饮料
  ",弗蕾绿奶茶（鲜绿茉香口味）,热量：33 大卡(每100毫升),http://www.boohee.com/shiwu/fuleilvnaichahixianlvmoxiangkouweihi
"饮料
  ",可乐,热量：45 大卡(每100毫升),http://www.boohee.com/shiwu/bingchuankele
"饮料
  ",超模25 综合营养素（树莓味）,热量：49 大卡(每100克),http://www.boohee.com/shiwu/fdb9c73c
"饮料
  ",超模25 营养玄米饮（抹茶味）,热量：358 大卡(每100克),http://www.boohee.com/shiwu/fd4b5ee7
"饮料
  ",超模25 营养可可,热量：366 大卡(每100克),http://www.boohee.com/shiwu/fdc78d52
"饮料
  ",Easy Fun 路易波士茶,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd90acfe
"饮料
  ",Easy Fun 纯马黛茶,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd36d1d9
"饮料
  ",无糖美式咖啡,热量：1 大卡(每100毫升),http://www.boohee.com/shiwu/heikafei
"饮料
  ",矿泉水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/kuangquanshui
"饮料
  ",啤酒,热量：32 大卡(每100毫升),http://www.boohee.com/shiwu/pijiu_junzhi
"饮料
  ",珍珠奶茶,热量：52 大卡(每100克),http://www.boohee.com/shiwu/zhenzhunaicha
"饮料
  ",天福茗茶 绿茶粉,热量：328 大卡(每100克),http://www.boohee.com/shiwu/tianfumingchapailvchafen
"饮料
  ",绿茶（茶叶本身）,热量：328 大卡(每100克),http://www.boohee.com/shiwu/lvcha
"饮料
  ",柠檬汁,热量：27 大卡(每100毫升),http://www.boohee.com/shiwu/ningmengzhi
"饮料
  ",江米酒,热量：91 大卡(每100毫升),http://www.boohee.com/shiwu/jiangmijiu
"饮料
  ",红酒,热量：96 大卡(每100毫升),http://www.boohee.com/shiwu/hongjiu
"饮料
  ",茶水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/chashui
"饮料
  ",汇源 橙汁,热量：46 大卡(每100毫升),http://www.boohee.com/shiwu/chengzhiyinliao_huiyuanpai
"饮料
  ",光明 藜麦谷物牛奶,热量：76 大卡(每100毫升),http://www.boohee.com/shiwu/fdee4440
"饮料
  ",光明 巧克努力 巧克力牛奶饮品,热量：87 大卡(每100毫升),http://www.boohee.com/shiwu/fd149b3f
"饮料
  ",光明 一只椰子 牛乳饮品,热量：58 大卡(每100毫升),http://www.boohee.com/shiwu/fd755b55
"饮料
  ",可口可乐 汽水,热量：43 大卡(每100毫升),http://www.boohee.com/shiwu/fd46aa5b
"饮料
  ",康宝莱 蛋白混合饮料（巧克力味）,热量：370 大卡(每100克),http://www.boohee.com/shiwu/kangbaolaidanbaihunheyinliao
"饮料
  ",私房小厨杏仁粉,热量：580 大卡(每100克),http://www.boohee.com/shiwu/sifangxiaochuxingrenfen
"饮料
  ",甘蔗汁,热量：65 大卡(每100毫升),http://www.boohee.com/shiwu/ganzhezhi
"饮料
  ",铁观音茶（茶叶本身）,热量：334 大卡(每100克),http://www.boohee.com/shiwu/tieguanyincha
"饮料
  ",可可粉,热量：349 大卡(每100克),http://www.boohee.com/shiwu/kekefen
"饮料
  ",Easy Ace 绿咖啡果蔬饮,热量：76 大卡(每100毫升),http://www.boohee.com/shiwu/fda112e2
"饮料
  ",Easy Fun 冷萃冻干速溶咖啡粉,热量：337 大卡(每100克),http://www.boohee.com/shiwu/fdd71b5b
"饮料
  ",Easy Fun 法式南瓜汤,热量：313 大卡(每100克),http://www.boohee.com/shiwu/fde94499
"饮料
  ",Easy Ace 营养代餐奶昔酸奶味,热量：379 大卡(每100克),http://www.boohee.com/shiwu/fdc8386b
"饮料
  ",Easy Ace 营养代餐奶昔奶茶味,热量：350 大卡(每100克),http://www.boohee.com/shiwu/fd0d6417
"饮料
  ",Easy S 香草味代餐饮,热量：350 大卡(每100克),http://www.boohee.com/shiwu/fdafb64b
"饮料
  ",Easy S 玉米蔬菜味代餐饮,热量：384 大卡(每100克),http://www.boohee.com/shiwu/fdac3774
"饮料
  ",饮用水,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/yinyongshui
"饮料
  ",咖啡粉,热量：218 大卡(每100克),http://www.boohee.com/shiwu/kafeifen
"饮料
  ",麦斯威尔 原味咖啡,热量：478 大卡(每100克),http://www.boohee.com/shiwu/maisiweieryuanweikafei
"饮料
  ",农夫茶龙井绿茶饮品-低糖,热量：19 大卡(每100毫升),http://www.boohee.com/shiwu/nongfuchalongjinglvchayinpin-ditang
"饮料
  ",味佳牌蜂蜜柚子茶,热量：250 大卡(每100克),http://www.boohee.com/shiwu/weijiapaifengmiyouzicha
"饮料
  ",惠尔康 谷粒谷力燕麦浓浆,热量：58 大卡(每100毫升),http://www.boohee.com/shiwu/huierkangpaiguliguliyanmainongjiang
"饮料
  ",柠檬茶（雀巢 牌，固体饮料）,热量：406 大卡(每100克),http://www.boohee.com/shiwu/ningmengcha
"饮料
  ",汇源100%苹果汁,热量：38 大卡(每100毫升),http://www.boohee.com/shiwu/huiyuan100pingguozhi
"饮料
  ",美汁源 果粒橙,热量：41 大卡(每100毫升),http://www.boohee.com/shiwu/meizhiyuanguolicheng2
"饮料
  ", 惠尔康谷粒谷力荞麦浓浆,热量：18 大卡(每100毫升),http://www.boohee.com/shiwu/hihuierkangguliguliqiaomainongjiang
"饮料
  ",酸乳饮料,热量：54 大卡(每100毫升),http://www.boohee.com/shiwu/suanruyinliao
"饮料
  ",麒麟午后红茶奶茶饮料-低脂肪,热量：34 大卡(每100毫升),http://www.boohee.com/shiwu/qilinwuhouhongchanaichayinliao-dizhifang
"饮料
  ",葡萄酒（干红，11.5%，长城牌）,热量：72 大卡(每100毫升),http://www.boohee.com/shiwu/putaojiu_ganhong_115_changchengpai
"饮料
  ",橙汁汽水,热量：20 大卡(每100毫升),http://www.boohee.com/shiwu/chengzhiqishui
"饮料
  ",CoCo都可 鲜芋青稞奶茶-不加糖（营养师估算）,热量：102 大卡(每100毫升),http://www.boohee.com/shiwu/fdc3f2b1
"饮料
  ",咖啡豆,热量：313 大卡(每100克),http://www.boohee.com/shiwu/kafeidou
"饮料
  ",十全苹果醋,热量：29 大卡(每100毫升),http://www.boohee.com/shiwu/shiquanpingguocu
"饮料
  ",维他 奶原味豆奶饮料（低脂肪）,热量：48 大卡(每100毫升),http://www.boohee.com/shiwu/weitanai_dizhidounai
"饮料
  ",七喜,热量：30 大卡(每100毫升),http://www.boohee.com/shiwu/qixi
"饮料
  ",橙汁饮料（光明牌）,热量：44 大卡(每100毫升),http://www.boohee.com/shiwu/chengzhiyinliao_guangmingpai
"饮料
  ",康师傅 绿茶（低糖）,热量：15 大卡(每100毫升),http://www.boohee.com/shiwu/kangshifulvcha_ditang
"饮料
  ",麦氏典藏MAXIM原味咖啡,热量：441 大卡(每100克),http://www.boohee.com/shiwu/maishidiancangMAXIMyuanweikafei
"饮料
  ",雀巢 冰爽茶冰极柠檬味绿茶饮料,热量：39 大卡(每100克),http://www.boohee.com/shiwu/quechaobingshuangchabingjiningmengweilvchayinliao
"饮料
  ",超模25 营养饮（玉米蔬菜味）,热量：366 大卡(每100克),http://www.boohee.com/shiwu/fde0c510
"饮料
  ",Easy Fun 玉米须茶,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd2e9127
"饮料
  ",Beauty Reset 焕白肌密果味饮料,热量：29 大卡(每100毫升),http://www.boohee.com/shiwu/fdae59f0
"饮料
  ",芬达 橙味汽水,热量：34 大卡(每100毫升),http://www.boohee.com/shiwu/fd040161
"饮料
  ",Easy Fun 意式咖啡包（奶萃）,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd80e745
"饮料
  ",O'day 运动蛋白粉（蜜桃味）,热量：404 大卡(每100克),http://www.boohee.com/shiwu/fd214dac
"饮料
  ",Easy Fun 西梅饮,热量：132 大卡(每100毫升),http://www.boohee.com/shiwu/fdfba59b
"饮料
  ",超模25 咖啡蛋白饮,热量：417 大卡(每100克),http://www.boohee.com/shiwu/fde9641c
"饮料
  ",超模25 果蔬营养素（番茄味）,热量：70 大卡(每100克),http://www.boohee.com/shiwu/fd634fb2
"饮料
  ",喜乐(乳酸饮料),热量：53 大卡(每100毫升),http://www.boohee.com/shiwu/xile_rusuanyinliao
"饮料
  ",苹果汁饮料（光明牌）,热量：54 大卡(每100毫升),http://www.boohee.com/shiwu/pingguozhiyinliao_guangmingpai
"饮料
  ",红果汁,热量：157 大卡(每100毫升),http://www.boohee.com/shiwu/hongguozhi
"饮料
  ",惠尔康谷粒谷力玉米南瓜浓浆,热量：44 大卡(每100毫升),http://www.boohee.com/shiwu/guliguliyuminanguanongjiang
"饮料
  ",自制蜂蜜柚子茶,热量：137 大卡(每100毫升),http://www.boohee.com/shiwu/zizhifengmiyouzicha
"饮料
  ",超模17 营养奶昔,热量：359 大卡(每100克),http://www.boohee.com/shiwu/fd10a519
"饮料
  ",葡萄酒（干红，12%，张裕牌）,热量：75 大卡(每100毫升),http://www.boohee.com/shiwu/putaojiu_ganhong_12_zhangyupai
"饮料
  ",蒙牛果蔬酸酸乳,热量：31 大卡(每100毫升),http://www.boohee.com/shiwu/mengniuguoshusuansuanru
"饮料
  ",汇源橙汁饮料,热量：36 大卡(每100毫升),http://www.boohee.com/shiwu/huiyuanchengzhiyinliao
"饮料
  ",巧克力豆奶,热量：39 大卡(每100毫升),http://www.boohee.com/shiwu/qiaokelidounai
"饮料
  ",大麦茶（茶叶本身）,热量：393 大卡(每100克),http://www.boohee.com/shiwu/damaicha
"饮料
  ",麦斯威尔 致醇口味咖啡,热量：365 大卡(每100克),http://www.boohee.com/shiwu/maisiweierzhichunkouweikafei
"饮料
  ",丹特 牌蜂蜜柚子茶,热量：260 大卡(每100克),http://www.boohee.com/shiwu/dantepaifengmiyouzicha
"饮料
  ",橘子汁,热量：119 大卡(每100毫升),http://www.boohee.com/shiwu/juzizhi
"饮料
  ",椰子汁饮料,热量：51 大卡(每100毫升),http://www.boohee.com/shiwu/yezizhiyinliao
"饮料
  ",康师傅 茉莉清茶（淡雅低糖）,热量：16 大卡(每100毫升),http://www.boohee.com/shiwu/kangshifumoliqingcha
"饮料
  ",统一  绿茶（低糖茉莉花味）,热量：16 大卡(每100毫升),http://www.boohee.com/shiwu/tongyilvcha_ditangmolihuawei
"饮料
  ",三得利 乌龙茶（无糖）,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/sandeliwulongchahiwutanghi
"饮料
  ",康师傅 茉莉蜜茶,热量：31 大卡(每100毫升),http://www.boohee.com/shiwu/kangshifumolimicha
"饮料
  ",花茶（花茶本身）,热量：316 大卡(每100克),http://www.boohee.com/shiwu/huacha
"饮料
  ",胡萝卜汁饮料,热量：24 大卡(每100毫升),http://www.boohee.com/shiwu/huluobozhiyinliao
"食用油、油脂及制品
  ",佳之选 橄榄油,热量：823 大卡(每100克),http://www.boohee.com/shiwu/jiazhixuanpaiganlanyou
"食用油、油脂及制品
  ",金牛 芝麻油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/xiangyou13
"食用油、油脂及制品
  ",坎诺拉健康黄油,热量：700 大卡(每100克),http://www.boohee.com/shiwu/kannuolajiankanghuangyou
"食用油、油脂及制品
  ",olivoila 初榨橄榄油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/olivoilachuzhaganlanyou
"食用油、油脂及制品
  ",融氏纯玉米油,热量：860 大卡(每100克),http://www.boohee.com/shiwu/rongshichunyumiyou
"食用油、油脂及制品
  ",安佳 淡奶油,热量：350 大卡(每100克),http://www.boohee.com/shiwu/anjiadannaiyou
"食用油、油脂及制品
  ",黄油渣,热量：599 大卡(每100克),http://www.boohee.com/shiwu/huangyouzha
"食用油、油脂及制品
  ",牛油(炼),热量：898 大卡(每100克),http://www.boohee.com/shiwu/niuyou_lian
"食用油、油脂及制品
  ",光明植物黄油,热量：719 大卡(每100克),http://www.boohee.com/shiwu/guangmingzhiwuhuangyou2
"食用油、油脂及制品
  ",雀巢 三花全脂淡奶,热量：141 大卡(每100克),http://www.boohee.com/shiwu/quechaosanhuaquanzhidannai
"食用油、油脂及制品
  ",色拉油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/selayou
"食用油、油脂及制品
  ",花生油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/huashengyou
"食用油、油脂及制品
  ",豆油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/douyou
"食用油、油脂及制品
  ",混合油(菜+棕),热量：900 大卡(每100克),http://www.boohee.com/shiwu/hunheyou_caizong
"食用油、油脂及制品
  ",葵花籽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/kuihuaziyou
"食用油、油脂及制品
  ",橄榄油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/ganlanyou
"食用油、油脂及制品
  ",菜籽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/caiziyou
"食用油、油脂及制品
  ",辣椒油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/lajiaoyou
"食用油、油脂及制品
  ",芝麻油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/zhimayou
"食用油、油脂及制品
  ",金龙鱼食用调和油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/jinlongyushiyongdiaoheyou
"食用油、油脂及制品
  ",核桃油,热量：895 大卡(每100克),http://www.boohee.com/shiwu/hetaoyou
"食用油、油脂及制品
  ",椰子油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/yeziyou
"食用油、油脂及制品
  ",统一纯橄榄油,热量：818 大卡(每100克),http://www.boohee.com/shiwu/tongyichunganlanyou
"食用油、油脂及制品
  ",酥油,热量：860 大卡(每100克),http://www.boohee.com/shiwu/suyou
"食用油、油脂及制品
  ",HOMEBRAND鲜奶油,热量：331 大卡(每100克),http://www.boohee.com/shiwu/HOMEBRANDxiannaiyou
"食用油、油脂及制品
  ",Allowuie zero黄油,热量：733 大卡(每100克),http://www.boohee.com/shiwu/Allowuiehizerohuangyou
"食用油、油脂及制品
  ",Land Lakes油菜籽植物黄油,热量：714 大卡(每100克),http://www.boohee.com/shiwu/youcaizizhiwuhuangyou
"食用油、油脂及制品
  ",米糠油,热量：894 大卡(每100克),http://www.boohee.com/shiwu/mikangyou
"食用油、油脂及制品
  ",卡拉利特级橄榄油,热量：822 大卡(每100克),http://www.boohee.com/shiwu/kalalitejiganlanyou
"食用油、油脂及制品
  ",羊油(炼),热量：895 大卡(每100克),http://www.boohee.com/shiwu/yangyou_lian
"食用油、油脂及制品
  ",棕榈油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/zonglvyou
"食用油、油脂及制品
  ",麦芽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/maiyayou
"食用油、油脂及制品
  ",油茶籽油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/youchaziyou
"食用油、油脂及制品
  ",（AGIA）阿茜娅纯橄榄油,热量：878 大卡(每100克),http://www.boohee.com/shiwu/_AGIAaqianyachunganlanyou
"食用油、油脂及制品
  ",Somerfield 纯菜油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/Somerfieldchuncaiyou
"食用油、油脂及制品
  ",羊油,热量：824 大卡(每100克),http://www.boohee.com/shiwu/yangyou
"食用油、油脂及制品
  ",棉籽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/mianziyou
"食用油、油脂及制品
  ",白脱(食品工业),热量：744 大卡(每100克),http://www.boohee.com/shiwu/baituo_shipingongye
"食用油、油脂及制品
  ",珠江 桥牌小磨芝麻油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/zhujiangqiaopaixiaomozhimayou
"食用油、油脂及制品
  ",鸭油(炼),热量：897 大卡(每100克),http://www.boohee.com/shiwu/yayou_lian
"食用油、油脂及制品
  ",猪油(板油),热量：827 大卡(每100克),http://www.boohee.com/shiwu/zhuyou_banyou
"食用油、油脂及制品
  ",玉米油,热量：895 大卡(每100克),http://www.boohee.com/shiwu/yumiyou
"食用油、油脂及制品
  ",香油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/xiangyou
"食用油、油脂及制品
  ",黄油,热量：888 大卡(每100克),http://www.boohee.com/shiwu/huangyou
"食用油、油脂及制品
  ",欧丽薇兰特级初榨橄榄油,热量：814 大卡(每100克),http://www.boohee.com/shiwu/ouliweilantejichuzhaganlanyou
"食用油、油脂及制品
  ",金龙鱼 玉米油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/jinlongyuyumiyou
"食用油、油脂及制品
  ",胡麻油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/humayou
"食用油、油脂及制品
  ",粟米油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/sumiyou
"食用油、油脂及制品
  ",茶油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/chayou
"食用油、油脂及制品
  ",大麻油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/damayou
"食用油、油脂及制品
  ",Aurora 橄榄油,热量：800 大卡(每100毫升),http://www.boohee.com/shiwu/fd085d35
"食用油、油脂及制品
  ",幸福小农 黑豆油,热量：891 大卡(每100毫升),http://www.boohee.com/shiwu/fd4f7014
"食用油、油脂及制品
  ",欧蒂斯 初榨橄榄油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4dd770
"食用油、油脂及制品
  ",可可汇 初榨椰子油,热量：880 大卡(每100毫升),http://www.boohee.com/shiwu/fd65d63f
"食用油、油脂及制品
  ",多美鲜 无盐黄油,热量：179 大卡(每100克),http://www.boohee.com/shiwu/duomeixianhisukihiwuyanhuangyo
"食用油、油脂及制品
  ",弗朗多 特级初榨橄榄油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/fd50785d
"食用油、油脂及制品
  ",欧丽薇兰 特级初榨橄榄油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd3ea0de
